Loss_im,psnr
266.6436,36.1376
277.6818,34.8918
277.6818,34.8918
277.6818,34.8918
275.3815,35.3066
275.3815,35.3066
275.3815,35.3066
265.1675,34.4468
265.1675,34.4468
265.1675,34.4468
269.1514,35.1362
269.1514,35.1362
269.1514,35.1362
269.3235,33.1873
269.3235,33.1873
269.3235,33.1873
345.6536,35.1297
345.6536,35.1297
345.6536,35.1297
251.4142,35.1343
251.4142,35.1343
251.4142,35.1343
264.9882,34.4013
264.9882,34.4013
264.9882,34.4013
293.7916,34.4626
293.7916,34.4626
293.7916,34.4626
294.7534,34.8885
294.7534,34.8885
294.7534,34.8885
298.1105,35.6666
298.1105,35.6666
298.1105,35.6666
274.3007,35.3413
274.3007,35.3413
274.3007,35.3413
285.6651,33.7221
285.6651,33.7221
285.6651,33.7221
325.1138,34.7033
325.1138,34.7033
325.1138,34.7033
271.8515,35.7912
271.8515,35.7912
271.8515,35.7912
293.4192,35.5105
293.4192,35.5105
293.4192,35.5105
282.1941,35.4294
282.1941,35.4294
282.1941,35.4294
269.3685,35.5889
269.3685,35.5889
269.3685,35.5889
289.5112,35.4151
289.5112,35.4151
289.5112,35.4151
258.9448,34.9805
258.9448,34.9805
258.9448,34.9805
256.5346,33.9437
256.5346,33.9437
256.5346,33.9437
297.3139,34.0901
297.3139,34.0901
297.3139,34.0901
267.8244,35.7684
267.8244,35.7684
267.8244,35.7684
302.4895,35.4462
302.4895,35.4462
302.4895,35.4462
332.6123,35.581
332.6123,35.581
332.6123,35.581
330.2947,33.6074
330.2947,33.6074
330.2947,33.6074
323.8937,33.8895
323.8937,33.8895
323.8937,33.8895
288.5682,34.6492
288.5682,34.6492
288.5682,34.6492
332.4158,34.0737
332.4158,34.0737
332.4158,34.0737
299.9011,33.9371
299.9011,33.9371
299.9011,33.9371
295.2705,34.9534
295.2705,34.9534
295.2705,34.9534
314.4077,35.0785
314.4077,35.0785
314.4077,35.0785
299.8521,36.1504
299.8521,36.1504
299.8521,36.1504
296.641,34.2676
296.641,34.2676
296.641,34.2676
294.0552,34.6065
294.0552,34.6065
294.0552,34.6065
273.7167,35.3328
273.7167,35.3328
273.7167,35.3328
312.7039,36.1553
312.7039,36.1553
312.7039,36.1553
291.3638,34.696
291.3638,34.696
291.3638,34.696
324.0002,34.6039
324.0002,34.6039
324.0002,34.6039
294.551,34.1307
294.551,34.1307
294.551,34.1307
301.0051,34.8734
301.0051,34.8734
301.0051,34.8734
356.4676,35.112
356.4676,35.112
356.4676,35.112
